gbif_id,name_latin,name_nb,basestreng,basestreng_codes,basestreng_layers,v23_minor_types,n_minor_types,v30_basestreng,alignment_status,notes
5283402,Abietinella abietina,granmose,v*;s*[KA∙h|g],"[""v*"", ""s*""]","[""v*"", ""s*""]",T4-12,1,,pending,
5283402,Abietinella abietina,granmose,"v;s*[KA·h|g],s*[UF∙c|b]","[""v"", ""s*"", ""s*""]","[""v"", ""s*"", ""s*""]",T4-8,1,,pending,
5283402,Abietinella abietina,granmose,v;s*[KA∙h|g],"[""v"", ""s*""]","[""v"", ""s*""]",T4-16,1,,pending,
3189846,Acer platanoides,spisslønn,v,"[""v""]","[""v""]",T4-4,1,,pending,
2927116,Acinos arvensis,bakkemynte,s*[KA∙h|g],"[""s*""]","[""s*""]","T4-12,T4-16",2,,pending,
6374443,Aconitum septentrionale,tyrihjelm,m;v;s+[KA∙f|e],"[""m"", ""v"", ""s+""]","[""m"", ""v"", ""s+""]",T4-18,1,,pending,
6374443,Aconitum septentrionale,tyrihjelm,v,"[""v""]","[""v""]",T4-19,1,,pending,
5371473,Actaea spicata,trollbær,v;s-[KA∙h|g],"[""v"", ""s-""]","[""v"", ""s-""]",T4-4,1,,pending,
2706465,Agrostis canina,hundekvein,v,"[""v""]","[""v""]",T4-20,1,,pending,
3027437,Alchemilla,marikåper,v;s+[KA∙f|e],"[""v"", ""s+""]","[""v"", ""s+""]",T4-18,1,,pending,
2857601,Allium ursinum,ramsløk,s*[KA∙f|e],"[""s*""]","[""s*""]",T4-3,1,,pending,
2857601,Allium ursinum,ramsløk,s-[KA∙h|g],"[""s-""]","[""s-""]",T4-4,1,,pending,
9148577,Alnus incana,gråor,v,"[""v""]","[""v""]","T4-17,T4-19",2,,pending,
9148577,Alnus incana,gråor,v;s-[KA∙f|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-18,1,,pending,
3033263,Anemone nemorosa,hvitveis,m*;v*,"[""m*"", ""v*""]","[""m*"", ""v*""]","T4-3,T4-4",2,,pending,
3033263,Anemone nemorosa,hvitveis,m;v*,"[""m"", ""v*""]","[""m"", ""v*""]",T4-17,1,,pending,
3033263,Anemone nemorosa,hvitveis,v,"[""v""]","[""v""]","T4-1,T4-5,T4-7,T4-19,T4-20",5,,pending,
3033263,Anemone nemorosa,hvitveis,v*,"[""v*""]","[""v*""]","T4-8,T4-18",2,,pending,
3033263,Anemone nemorosa,hvitveis,v;s+[UF·d|e],"[""v"", ""s+""]","[""v"", ""s+""]",T4-6,1,,pending,
3033263,Anemone nemorosa,hvitveis,v;s-[KA∙d|c],"[""v"", ""s-""]","[""v"", ""s-""]",T4-2,1,,pending,
5371818,Angelica sylvestris,sløke,s-[KA∙f|e],"[""s-""]","[""s-""]",T4-18,1,,pending,
5385604,Antennaria dioica,kattefot,v,"[""v""]","[""v""]","T4-14,T4-16",2,,pending,
5385604,Antennaria dioica,kattefot,v;s+[UF·e|d],"[""v"", ""s+""]","[""v"", ""s+""]","T4-10,T4-11,T4-12",3,,pending,
5385604,Antennaria dioica,kattefot,v;s-[KA∙f|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-15,1,,pending,
3052436,Arabidopsis thaliana,vårskrinneblom,s*[KA∙g|f],"[""s*""]","[""s*""]","T4-15,T4-16",2,,pending,
2882580,Arctostaphylos uva-ursi,melbær,v*;s+[UF·g|f],"[""v*"", ""s+""]","[""v*"", ""s+""]",T4-14,1,,pending,
2882580,Arctostaphylos uva-ursi,melbær,v;s*[UF∙g|f],"[""v"", ""s*""]","[""v"", ""s*""]",T4-16,1,,pending,
2882580,Arctostaphylos uva-ursi,melbær,v;s+[UF·g|f],"[""v"", ""s+""]","[""v"", ""s+""]","T4-13,T4-15",2,,pending,
3121461,Artemisia campestris,markmalurt,"s*[KA∙f|e],s*[UF∙g|f]","[""s*"", ""s*""]","[""s*"", ""s*""]","T4-15,T4-16",2,,pending,
5275045,Athyrium distentifolium,fjellburkne,m;v[NB],"[""m"", ""v""]","[""m"", ""v""]",T4-17,1,,pending,
5275044,Athyrium filix-femina,skogburkne,m*;v*,"[""m*"", ""v*""]","[""m*"", ""v*""]",T4-17,1,,pending,
5275044,Athyrium filix-femina,skogburkne,m;v*,"[""m"", ""v*""]","[""m"", ""v*""]",T4-18,1,,pending,
4149465,Avenella flexuosa,smyle,s*[UF·f|g],"[""s*""]","[""s*""]","T4-9,T4-10,T4-11,T4-12",4,,pending,
4149465,Avenella flexuosa,smyle,v,"[""v""]","[""v""]","T4-4,T4-8,T4-18",3,,pending,
4149465,Avenella flexuosa,smyle,v*,"[""v*""]","[""v*""]","T4-1,T4-2,T4-3,T4-5,T4-6,T4-7,T4-17",7,,pending,
2689429,Barbilophozia lycopodioides,gåsefotskjeggmose,"m[O3-OC,SB-NB]","[""m""]","[""m""]",T4-1,1,,pending,
2689429,Barbilophozia lycopodioides,gåsefotskjeggmose,v,"[""v""]","[""v""]","T4-3,T4-4,T4-9,T4-17",4,,pending,
2689429,Barbilophozia lycopodioides,gåsefotskjeggmose,"v*[O3-O1,SB-NB]","[""v*""]","[""v*""]","T4-5,T4-6",2,,pending,
2689429,Barbilophozia lycopodioides,gåsefotskjeggmose,"v;m[O3-OC,SB-NB]","[""v"", ""m""]","[""v"", ""m""]",T4-2,1,,pending,
3033894,Berberis vulgaris,berberis,s-[KA·h|g],"[""s-""]","[""s-""]",T4-8,1,,pending,
3033894,Berberis vulgaris,berberis,v;s-[KA·h|g],"[""v"", ""s-""]","[""v"", ""s-""]",T4-12,1,,pending,
2875008,Betula,bjørkearter,v,"[""v""]","[""v""]","T4-7,T4-11",2,,pending,
5331916,Betula pendula,hengebjørk,v,"[""v""]","[""v""]",T4-8,1,,pending,
9118014,Betula pubescens,bjørk,m,"[""m""]","[""m""]","T4-9,T4-10,T4-18",3,,pending,
9118014,Betula pubescens,bjørk,"m*[NB],v","[""m*"", ""v""]","[""m*"", ""v""]","T4-13,T4-14",2,,pending,
9118014,Betula pubescens,bjørk,m;v,"[""m"", ""v""]","[""m"", ""v""]","T4-1,T4-2,T4-3,T4-5,T4-6,T4-17",6,,pending,
2651523,Blechnum spicant,bjørnekam,v[O3-O2],"[""v""]","[""v""]","T4-1,T4-17",2,,pending,
5290146,Brachypodium sylvaticum,lundgrønnaks,s-[KA∙h|g],"[""s-""]","[""s-""]","T4-4,T4-8",2,,pending,
8418702,Brachythecium salebrosum,lilundmose,v,"[""v""]","[""v""]",T4-18,1,,pending,
2702789,Briza media,hjertegras,v;s*[KA∙h|g],"[""v"", ""s*""]","[""v"", ""s*""]","T4-12,T4-20",2,,pending,
2702789,Briza media,hjertegras,"v;s*[KA∙h|g],s+[UF∙c|b]","[""v"", ""s*"", ""s+""]","[""v"", ""s*"", ""s+""]",T4-19,1,,pending,
4112836,Bromopsis benekenii,skogfaks,s-[KA·h|g],"[""s-""]","[""s-""]","T4-4,T4-8",2,,pending,
4109084,Calamagrostis arundinacea,snerprørkvein,v[Ø],"[""v""]","[""v""]","T4-2,T4-3,T4-4,T4-6,T4-7,T4-8,T4-11",7,,pending,
6431455,Calamagrostis epigejos,bergrørkvein,s*[KA∙f|e],"[""s*""]","[""s*""]","T4-11,T4-15",2,,pending,
6431455,Calamagrostis epigejos,bergrørkvein,s+[KA∙h|g],"[""s+""]","[""s+""]",T4-16,1,,pending,
6431455,Calamagrostis epigejos,bergrørkvein,v;s+[KA∙h|g],"[""v"", ""s+""]","[""v"", ""s+""]",T4-12,1,,pending,
4151143,Calamagrostis phragmitoides,skogrørkvein,v;s+[KA·d|c],"[""v"", ""s+""]","[""v"", ""s+""]",T4-17,1,,pending,
2882482,Calluna vulgaris,røsslyng,,,,T4-15,1,,pending,
2882482,Calluna vulgaris,røsslyng,m*;v*,"[""m*"", ""v*""]","[""m*"", ""v*""]",T4-9,1,,pending,
2882482,Calluna vulgaris,røsslyng,m*;v*;s*[KA∙d|c],"[""m*"", ""v*"", ""s*""]","[""m*"", ""v*"", ""s*""]",T4-10,1,,pending,
2882482,Calluna vulgaris,røsslyng,m;v,"[""m"", ""v""]","[""m"", ""v""]",T4-14,1,,pending,
2882482,Calluna vulgaris,røsslyng,m;v*,"[""m"", ""v*""]","[""m"", ""v*""]",T4-13,1,,pending,
2882482,Calluna vulgaris,røsslyng,v,"[""v""]","[""v""]",T4-11,1,,pending,
2882482,Calluna vulgaris,røsslyng,v*,"[""v*""]","[""v*""]",T4-20,1,,pending,
2882482,Calluna vulgaris,røsslyng,v*;s*[UF∙c|b],"[""v*"", ""s*""]","[""v*"", ""s*""]","T4-5,T4-6",2,,pending,
2882482,Calluna vulgaris,røsslyng,v;s*[UF∙c|b],"[""v"", ""s*""]","[""v"", ""s*""]",T4-19,1,,pending,
4276969,Calypogeia azurea,blåflak,t*,"[""t*""]","[""t*""]",T4-17,1,,pending,
2689329,Calypogeia muelleriana,sumpflak,v,"[""v""]","[""v""]","T4-1,T4-17",2,,pending,
5411408,Campanula latifolia,storklokke,v[BN];s-[KA∙f|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-18,1,,pending,
5411475,Campanula persicifolia,fagerklokke,s+[KA∙f|e],"[""s+""]","[""s+""]",T4-11,1,,pending,
5411475,Campanula persicifolia,fagerklokke,s-[KA∙h|g],"[""s-""]","[""s-""]","T4-8,T4-12",2,,pending,
5410907,Campanula rotundifolia,blåklokke,,,,T4-15,1,,pending,
5410907,Campanula rotundifolia,blåklokke,v,"[""v""]","[""v""]","T4-10,T4-11,T4-16",3,,pending,
5410907,Campanula rotundifolia,blåklokke,v*,"[""v*""]","[""v*""]",T4-12,1,,pending,
5412014,Campanula trachelium,nesleklokke,v;s-[KA∙h|g],"[""v"", ""s-""]","[""v"", ""s-""]",T4-4,1,,pending,
4279903,Campylium stellatum,myrstjernemose,s*[UF∙c|b],"[""s*""]","[""s*""]",T4-19,1,,pending,
4279903,Campylium stellatum,myrstjernemose,s*[UF∙e|d],"[""s*""]","[""s*""]",T4-20,1,,pending,
3045931,Cardamine bulbifera,tannrot,s-[KA∙h|g],"[""s-""]","[""s-""]",T4-4,1,,pending,
2729936,Carex capillaris,hårstarr,s+[KA·h|g],"[""s+""]","[""s+""]",T4-20,1,,pending,
2729936,Carex capillaris,hårstarr,"s+[KA·h|g],s-[UF∙c|b]","[""s+"", ""s-""]","[""s+"", ""s-""]",T4-19,1,,pending,
2727038,Carex digitata,fingerstarr,v,"[""v""]","[""v""]",T4-7,1,,pending,
2727038,Carex digitata,fingerstarr,v*,"[""v*""]","[""v*""]","T4-4,T4-8",2,,pending,
2727038,Carex digitata,fingerstarr,v*;s+[KA∙f|e],"[""v*"", ""s+""]","[""v*"", ""s+""]",T4-3,1,,pending,
2727038,Carex digitata,fingerstarr,v;s+[KA∙f|e],"[""v"", ""s+""]","[""v"", ""s+""]","T4-11,T4-12",2,,pending,
2727938,Carex flacca,blåstarr,s*[UF∙e|d],"[""s*""]","[""s*""]",T4-20,1,,pending,
2726880,Carex flava,gulstarr,s*[UF∙e|d],"[""s*""]","[""s*""]",T4-20,1,,pending,
2724609,Carex panicea,kornstarr,"s+[KA·h|g],s-[UF∙c|b]","[""s+"", ""s-""]","[""s+"", ""s-""]",T4-19,1,,pending,
2724609,Carex panicea,kornstarr,"s+[KA·h|g],s-[UF∙e|d]","[""s+"", ""s-""]","[""s+"", ""s-""]",T4-20,1,,pending,
2722602,Carex sylvatica,skogstarr,s*[KA∙h|g],"[""s*""]","[""s*""]",T4-18,1,,pending,
10760205,Cetraria islandica,islandslav,m;v,"[""m"", ""v""]","[""m"", ""v""]","T4-9,T4-13,T4-14,T4-15",4,,pending,
10760205,Cetraria islandica,islandslav,v,"[""v""]","[""v""]",T4-11,1,,pending,
10760205,Cetraria islandica,islandslav,v*,"[""v*""]","[""v*""]",T4-10,1,,pending,
5383726,Chamaepericlymenum suecicum,skrubbær,"m[O3-O2],v[O3-O1]","[""m"", ""v""]","[""m"", ""v""]","T4-1,T4-17",2,,pending,
5383726,Chamaepericlymenum suecicum,skrubbær,v[O3-O1],"[""v""]","[""v""]",T4-5,1,,pending,
7339315,Chrysosplenium alternifolium,maigull,v;s*[KA·e|d],"[""v"", ""s*""]","[""v"", ""s*""]",T4-17,1,,pending,
7339315,Chrysosplenium alternifolium,maigull,v;s-[KA·f|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-18,1,,pending,
3087634,Cicerbita alpina,turt,s+[KA∙f|e],"[""s+""]","[""s+""]",T4-18,1,,pending,
3188797,Circaea alpina,trollurt,s-[KA·f|e],"[""s-""]","[""s-""]","T4-3,T4-4,T4-18",3,,pending,
3188794,Circaea lutetiana,stortrollurt,s*[KA·f|e],"[""s*""]","[""s*""]","T4-4,T4-18",2,,pending,
8186928,Circaea ×intermedia,mellomtrollurt,s+[KA·f|e],"[""s+""]","[""s+""]","T4-3,T4-4,T4-18",3,,pending,
2679761,Cirriphyllum piliferum,lundveikmose,v,"[""v""]","[""v""]","T4-3,T4-4,T4-18",3,,pending,
3113745,Cirsium heterophyllum,hvitbladtistel,v,"[""v""]","[""v""]",T4-19,1,,pending,
3113745,Cirsium heterophyllum,hvitbladtistel,v;s+[KA∙f|e],"[""v"", ""s+""]","[""v"", ""s+""]",T4-18,1,,pending,
2607519,Cladonia,begerlav,v,"[""v""]","[""v""]",T4-5,1,,pending,
2607648,Cladonia arbuscula,lys reinlav,m;v,"[""m"", ""v""]","[""m"", ""v""]","T4-9,T4-15",2,,pending,
2607648,Cladonia arbuscula,lys reinlav,m;v*,"[""m"", ""v*""]","[""m"", ""v*""]","T4-13,T4-14",2,,pending,
2607648,Cladonia arbuscula,lys reinlav,v,"[""v""]","[""v""]","T4-5,T4-6,T4-11,T4-12,T4-16",5,,pending,
2607648,Cladonia arbuscula,lys reinlav,v*,"[""v*""]","[""v*""]",T4-10,1,,pending,
2607708,Cladonia rangiferina,grå reinlav,m;v,"[""m"", ""v""]","[""m"", ""v""]","T4-9,T4-15",2,,pending,
2607708,Cladonia rangiferina,grå reinlav,m;v*,"[""m"", ""v*""]","[""m"", ""v*""]","T4-10,T4-13,T4-14",3,,pending,
2607708,Cladonia rangiferina,grå reinlav,v,"[""v""]","[""v""]","T4-5,T4-6,T4-11,T4-12,T4-16",5,,pending,
2607712,Cladonia stellaris,kvitkrull,m*;v*,"[""m*"", ""v*""]","[""m*"", ""v*""]","T4-13,T4-14",2,,pending,
2607712,Cladonia stellaris,kvitkrull,m;v,"[""m"", ""v""]","[""m"", ""v""]","T4-9,T4-15",2,,pending,
2607712,Cladonia stellaris,kvitkrull,v,"[""v""]","[""v""]","T4-10,T4-11,T4-16",3,,pending,
11103124,Cladonia uncialis,pigglav,v;s-[UF·g|f],"[""v"", ""s-""]","[""v"", ""s-""]","T4-13,T4-14,T4-15",3,,pending,
2926945,Clinopodium vulgare,kransmynte,s-[KA∙h|g],"[""s-""]","[""s-""]",T4-8,1,,pending,
10673235,Clitopaxillus alexandri,sørlig pluggtraktsopp,s+[KA∙h|g],"[""s+""]","[""s+""]",T4-4,1,,pending,
7459480,Convallaria majalis,liljekonvall,m*;v*,"[""m*"", ""v*""]","[""m*"", ""v*""]",T4-12,1,,pending,
7459480,Convallaria majalis,liljekonvall,m;v,"[""m"", ""v""]","[""m"", ""v""]",T4-11,1,,pending,
7459480,Convallaria majalis,liljekonvall,m;v*,"[""m"", ""v*""]","[""m"", ""v*""]",T4-8,1,,pending,
7459480,Convallaria majalis,liljekonvall,v,"[""v""]","[""v""]","T4-3,T4-4,T4-15,T4-19,T4-20",5,,pending,
7459480,Convallaria majalis,liljekonvall,v*,"[""v*""]","[""v*""]","T4-7,T4-16",2,,pending,
2529264,Cortinarius cupreorufus,kopperrød slørsopp,s+[KA∙h|g],"[""s+""]","[""s+""]",T4-4,1,,pending,
5531229,Corydalis intermedia,lerkespore,s+[KA·f|e],"[""s+""]","[""s+""]",T4-4,1,,pending,
5531229,Corydalis intermedia,lerkespore,s-[KA·h|g],"[""s-""]","[""s-""]",T4-8,1,,pending,
2875979,Corylus avellana,hassel,v,"[""v""]","[""v""]",T4-4,1,,pending,
2875979,Corylus avellana,hassel,"v*;s-[UF∙d|e],s-[KA∙f|e]","[""v*"", ""s-"", ""s-""]","[""v*"", ""s-"", ""s-""]",T4-7,1,,pending,
2875979,Corylus avellana,hassel,v;s-[KA∙f|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-3,1,,pending,
2875979,Corylus avellana,hassel,v;s-[UF∙d|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-8,1,,pending,
3026293,Cotoneaster scandinavicus,dvergmispel,s*[KA∙h|g],"[""s*""]","[""s*""]",T4-12,1,,pending,
5403296,Crepis paludosa,sumphaukeskjegg,v,"[""v""]","[""v""]",T4-19,1,,pending,
5403296,Crepis paludosa,sumphaukeskjegg,v;s+[KA∙f|e],"[""v"", ""s+""]","[""v"", ""s+""]",T4-18,1,,pending,
5403508,Crepis tectorum,takhaukeskjegg,s*[KA∙f|e],"[""s*""]","[""s*""]",T4-15,1,,pending,
2682534,Ctenidium molluscum,kammose,v*;s*[KA∙h|g],"[""v*"", ""s*""]","[""v*"", ""s*""]",T4-12,1,,pending,
2682534,Ctenidium molluscum,kammose,v;s*[KA∙h|g],"[""v"", ""s*""]","[""v"", ""s*""]","T4-8,T4-16",2,,pending,
2820517,Cypripedium calceolus,marisko,s*[KA∙h|g],"[""s*""]","[""s*""]",T4-18,1,,pending,
2650808,Cystopteris montana,fjell-lok,s*[KA∙h|g],"[""s*""]","[""s*""]",T4-18,1,,pending,
2810284,Dactylorhiza viridis,grønnkurle,v;s-[KA∙f|e],"[""v"", ""s-""]","[""v"", ""s-""]",T4-3,1,,pending,
2810284,Dactylorhiza viridis,grønnkurle,v;s-[KA∙h|g],"[""v"", ""s-""]","[""v"", ""s-""]","T4-4,T4-8",2,,pending,
5420852,Daphne mezereum,tysbast,s-[KA·h|g],"[""s-""]","[""s-""]","T4-4,T4-8",2,,pending,
2675458,Dicranum drummondii,kjempesigd,t*,"[""t*""]","[""t*""]",T4-9,1,,pending,
2675458,Dicranum drummondii,kjempesigd,v,"[""v""]","[""v""]",T4-13,1,,pending,
8132213,Dicranum fuscescens,bergsigd,v,"[""v""]","[""v""]","T4-1,T4-6,T4-7,T4-11,T4-13,T4-14,T4-15",7,,pending,
8132213,Dicranum fuscescens,bergsigd,v*,"[""v*""]","[""v*""]","T4-5,T4-9,T4-10",3,,pending,
